Batsman,Bowler,Probability of 0,Probability of 1,Probability of 2,Probability of 3,Probability of 4,Probability of 6,Probability of W,Balls Faced
N Rana,AR Patel,0.25,0.75,0,0,0,0,0,4
AM Rahane,Harbhajan Singh,0.166666667,0.666666667,0.166666667,0,0,0,0,6
MS Dhoni,DJ Bravo,0.153846154,0.307692308,0.230769231,0,0.230769231,0.076923077,0,13
PP Chawla,SB Jakati,0,1,0,0,0,0,0,2
A Ashish Reddy,Parvez Rasool,0.222222222,0.444444444,0,0,0.222222222,0.111111111,0,9
YK Pathan,AB Dinda,0.333333333,0.333333333,0,0,0.333333333,0,0,3
RG Sharma,GB Hogg,0.3,0.3,0.1,0,0.3,0,0,10
F du Plessis,GJ Maxwell,0.5,0.5,0,0,0,0,0,2
M Vijay,Iqbal Abdulla,0.181818182,0.363636364,0.181818182,0,0.272727273,0,0,11
DR Smith,AD Russell,0.625,0.25,0,0,0.125,0,0,8
RG Sharma,I Sharma,0.5,0,0,0,0,0,0.5,2
KD Karthik,AB Dinda,0.5,0,0,0,0.25,0,0.25,4
AM Rahane,CR Brathwaite,0,0.6,0.2,0,0.2,0,0,5
NM Coulter-Nile,JW Hastings,0,1,0,0,0,0,0,1
AM Rahane,S Gopal,0.3,0.5,0.1,0,0.1,0,0,10
BB McCullum,R Vinay Kumar,0.4,0.4,0,0,0.2,0,0,5
RV Uthappa,BB Sran,0.421052632,0.210526316,0.105263158,0,0.157894737,0,0.105263158,19
GJ Maxwell,MJ McClenaghan,0.333333333,0.333333333,0.166666667,0,0,0,0.166666667,6
Shakib Al Hasan,RA Jadeja,0.375,0.625,0,0,0,0,0,8
TG Southee,DJ Bravo,0.125,0.25,0.25,0,0.125,0.125,0.125,8
RV Uthappa,MJ McClenaghan,0.25,0.375,0.125,0.125,0,0,0.125,8
S Dhawan,S Aravind,0.571428571,0.285714286,0,0,0.142857143,0,0,7
KA Pollard,A Mishra,0.444444444,0.333333333,0.222222222,0,0,0,0,9
RR Pant,MM Sharma,1,0,0,0,0,0,0,2
DR Smith,STR Binny,0.375,0.5,0,0,0.125,0,0,8
Gurkeerat Singh,KV Sharma,0,1,0,0,0,0,0,2
Harbhajan Singh,P Kumar,0.666666667,0,0,0,0,0,0.333333333,3
AJ Finch,Z Khan,1,0,0,0,0,0,0,1
N Rana,VR Aaron,0.857142857,0,0,0,0,0.142857143,0,7
YK Pathan,RA Jadeja,0.111111111,0.555555556,0.055555556,0,0.222222222,0.055555556,0,18
RR Pant,Harbhajan Singh,0.25,0.5,0,0,0,0.25,0,4
SK Raina,Iqbal Abdulla,0.5,0.5,0,0,0,0,0,4
RR Pant,AD Russell,0.25,0.25,0.25,0,0,0,0.25,4
UT Khawaja,AR Patel,0,1,0,0,0,0,0,2
DR Smith,CJ Jordan,0.333333333,0.5,0,0,0,0.166666667,0,6
TM Head,Sandeep Sharma,0.375,0,0.375,0,0.125,0,0.125,8
SPD Smith,MJ McClenaghan,0.25,0,0,0.25,0.25,0.25,0,4
TG Southee,MC Henriques,0,1,0,0,0,0,0,1
NLTC Perera,KJ Abbott,0.333333333,0,0.166666667,0,0.333333333,0.166666667,0,6
PA Patel,UT Yadav,0.5,0,0,0,0,0,0.5,2
YK Pathan,Ankit Sharma,0.285714286,0.714285714,0,0,0,0,0,7
SN Khan,Mustafizur Rahman,0.2,0.2,0.2,0,0.2,0.2,0,5
PA Patel,S Aravind,0.5,0,0,0,0,0,0.5,2
G Gambhir,KJ Abbott,0.375,0.5,0,0,0.125,0,0,8
CR Brathwaite,UT Yadav,0.166666667,0.166666667,0,0,0.5,0.166666667,0,6
MS Dhoni,TG Southee,0,0.25,0.5,0,0.25,0,0,4
DR Smith,KW Richardson,0.4,0.2,0,0,0,0.2,0.2,5
UT Khawaja,Parvez Rasool,0.4,0,0.2,0,0.2,0.2,0,5
GJ Maxwell,TG Southee,0.333333333,0.333333333,0.111111111,0,0.111111111,0.111111111,0,9
M Vijay,JP Faulkner,0.25,0.5,0.25,0,0,0,0,4
BB McCullum,B Kumar,0.444444444,0.444444444,0.111111111,0,0,0,0,9
SR Watson,DS Kulkarni,0.571428571,0.142857143,0,0,0.142857143,0,0.142857143,7
M Vijay,SP Narine,0.5,0.5,0,0,0,0,0,2
GJ Maxwell,DJ Bravo,0.5,0.25,0,0,0,0,0.25,4
DA Warner,JJ Bumrah,0.333333333,0.5,0,0,0.083333333,0.083333333,0,12
AM Rahane,MJ McClenaghan,0.571428571,0.071428571,0,0,0.214285714,0.071428571,0.071428571,14
HH Pandya,MM Sharma,0.5,0,0,0,0,0,0.5,2
JP Duminy,R Ashwin,0.277777778,0.611111111,0.055555556,0,0.055555556,0,0,18
JC Buttler,GB Hogg,0.166666667,0.333333333,0.166666667,0,0.166666667,0.166666667,0,6
AB de Villiers,Harbhajan Singh,0.285714286,0.5,0,0,0.142857143,0.071428571,0,14
V Kohli,AD Russell,0.285714286,0.428571429,0.071428571,0,0.142857143,0.071428571,0,14
AD Russell,Sandeep Sharma,0.4,0.4,0,0,0.1,0,0.1,10
Harbhajan Singh,M Ashwin,0.636363636,0.090909091,0.181818182,0,0.090909091,0,0,11
Iqbal Abdulla,P Kumar,0.5,0,0.5,0,0,0,0,2
Q de Kock,RA Jadeja,0,1,0,0,0,0,0,2
Yuvraj Singh,NM Coulter-Nile,0.8,0.2,0,0,0,0,0,5
STR Binny,UT Yadav,0.2,0,0,0,0.2,0.4,0.2,5
RG Sharma,A Nehra,0.5,0,0,0,0,0,0.5,2
DR Smith,PP Chawla,0,1,0,0,0,0,0,1
MK Pandey,HH Pandya,0,0.666666667,0,0,0,0.333333333,0,3
CH Morris,R Vinay Kumar,0.444444444,0.333333333,0,0,0,0.111111111,0.111111111,9
R Sathish,JA Morkel,0.25,0.25,0,0,0,0.25,0.25,4
MK Pandey,NM Coulter-Nile,0,0.333333333,0,0,0.666666667,0,0,3
AJ Finch,BB Sran,0.25,0.5,0,0,0.1875,0.0625,0,16
S Dhawan,R Bhatia,0.266666667,0.533333333,0.066666667,0,0.066666667,0.066666667,0,15
SK Raina,Sandeep Sharma,0.333333333,0,0,0.333333333,0,0.333333333,0,3
MA Agarwal,B Kumar,0.5,0.25,0,0,0.25,0,0,8
DJ Bravo,MM Sharma,0,1,0,0,0,0,0,2
AM Rahane,J Yadav,0.461538462,0.461538462,0,0,0.076923077,0,0,13
R Sathish,CR Brathwaite,0.25,0.25,0,0,0.25,0,0.25,4
DA Warner,YS Chahal,0.142857143,0.357142857,0.142857143,0,0.214285714,0.142857143,0,14
KJ Abbott,YS Chahal,0.5,0,0,0,0,0,0.5,2
C Munro,DJ Hooda,0.333333333,0.333333333,0,0,0.166666667,0,0.166666667,6
KK Nair,MJ McClenaghan,0,1,0,0,0,0,0,1
SE Marsh,Shakib Al Hasan,0.4,0.3,0.2,0,0.1,0,0,10
AM Rahane,TG Southee,0.5,0.25,0,0.25,0,0,0,4
RA Jadeja,JP Duminy,0.25,0.5,0,0,0,0,0.25,4
DJ Bravo,AR Patel,0.5,0,0,0,0,0,0.5,2
RV Uthappa,P Kumar,0.454545455,0.454545455,0,0,0.090909091,0,0,11
SK Raina,HH Pandya,0.25,0.5,0,0,0,0.25,0,4
Yuvraj Singh,DS Kulkarni,0.857142857,0,0,0,0,0,0.142857143,7
AJ Finch,JO Holder,0.666666667,0.333333333,0,0,0,0,0,6
SS Iyer,AB Dinda,0.4,0.4,0,0,0,0,0.2,5
KL Rahul,RA Jadeja,0.428571429,0.428571429,0,0,0.142857143,0,0,7
F Behardien,YS Chahal,0.5,0,0,0,0,0,0.5,2
SK Raina,M Ashwin,0.307692308,0.461538462,0.153846154,0,0,0,0.076923077,13
JC Buttler,Imran Tahir,0,0.5,0.5,0,0,0,0,2
AD Russell,YS Chahal,0.473684211,0.263157895,0.105263158,0,0.052631579,0.052631579,0.052631579,19
AB de Villiers,MM Sharma,0,0.2,0.4,0,0.4,0,0,5
MC Henriques,AF Milne,0.5,0,0,0,0,0,0.5,2
R Ashwin,MM Sharma,0.333333333,0.666666667,0,0,0,0,0,3
AJ Finch,Mustafizur Rahman,0.5,0.25,0.166666667,0,0,0.083333333,0,12
AM Rahane,R Sathish,0.111111111,0.666666667,0.111111111,0,0,0,0.111111111,9
AM Rahane,T Shamsi,0.416666667,0.333333333,0,0,0.166666667,0,0.083333333,12
JO Holder,CH Morris,0.5,0,0,0,0,0,0.5,2
G Gambhir,Mustafizur Rahman,0.375,0.4375,0.0625,0,0.0625,0.0625,0,16
KH Pandya,Mustafizur Rahman,0.166666667,0.5,0.166666667,0,0.166666667,0,0,6
KD Karthik,R Vinay Kumar,0.333333333,0.333333333,0,0,0,0,0.333333333,3
SV Samson,GB Hogg,0.5,0.333333333,0,0,0,0,0.166666667,6
Ishan Kishan,P Sahu,0.5,0,0.25,0,0.25,0,0,4
GJ Bailey,SR Watson,0.666666667,0,0,0,0,0,0.333333333,3
RG Sharma,P Kumar,0.625,0.125,0.0625,0,0.1875,0,0,16
SPD Smith,JJ Bumrah,0.5,0,0,0,0,0,0.5,2
M Vohra,S Ladda,0,0.5,0,0,0.25,0.25,0,4
DW Steyn,B Kumar,0.333333333,0.333333333,0,0,0,0,0.333333333,3
AD Nath,JJ Bumrah,0.333333333,0.333333333,0.333333333,0,0,0,0,3
JP Faulkner,MM Sharma,0,0.333333333,0.5,0,0.166666667,0,0,6
RG Sharma,STR Binny,0.555555556,0.333333333,0,0,0.111111111,0,0,9
Q de Kock,Mustafizur Rahman,0.4,0.4,0,0,0.2,0,0,5
F du Plessis,S Gopal,0,1,0,0,0,0,0,3
AB de Villiers,P Kumar,0.277777778,0.333333333,0,0,0.111111111,0.277777778,0,18
AM Rahane,Imran Tahir,0.25,0.75,0,0,0,0,0,8
MC Henriques,AR Patel,0.333333333,0.333333333,0,0,0.333333333,0,0,3
KM Jadhav,Mohammed Shami,0.6,0.4,0,0,0,0,0,5
KL Rahul,Bipul Sharma,0,0.75,0,0,0.25,0,0,4
M Vijay,KH Pandya,0.2,0.5,0,0,0.2,0.1,0,10
Sachin Baby,A Nehra,0.5,0,0,0,0,0,0.5,2
AJ Finch,Harbhajan Singh,0.333333333,0.222222222,0.111111111,0,0.222222222,0.111111111,0,9
Q de Kock,MC Henriques,0.25,0.5,0,0,0,0,0.25,4
JP Duminy,MJ McClenaghan,0.166666667,0.333333333,0.166666667,0,0.333333333,0,0,6
GJ Maxwell,KH Pandya,0.4,0.2,0.4,0,0,0,0,5
KS Williamson,DS Kulkarni,0.6,0.2,0,0,0.2,0,0,5
KL Rahul,Anureet Singh,0.285714286,0.571428571,0.142857143,0,0,0,0,7
HM Amla,BCJ Cutting,0.333333333,0.333333333,0,0,0.333333333,0,0,3
SA Yadav,P Kumar,0.888888889,0,0.111111111,0,0,0,0,9
KK Nair,B Kumar,0.636363636,0.090909091,0,0,0.272727273,0,0,11
R Vinay Kumar,P Kumar,0,1,0,0,0,0,0,1
CH Gayle,SP Narine,0.5,0.1,0,0,0.2,0.1,0.1,10
GJ Maxwell,KA Pollard,0,0.5,0.166666667,0,0.333333333,0,0,6
NLTC Perera,YS Chahal,0,0.333333333,0,0,0.333333333,0.333333333,0,3
Iqbal Abdulla,DR Smith,0.333333333,0.333333333,0.333333333,0,0,0,0,3
SV Samson,JO Holder,0.545454545,0.181818182,0.090909091,0,0.181818182,0,0,11
YK Pathan,DR Smith,0.375,0.5,0,0,0.125,0,0,8
KD Karthik,GB Hogg,0.25,0.125,0,0,0.5,0,0.125,8
KL Rahul,BB Sran,0.166666667,0.5,0,0,0.166666667,0.166666667,0,6
DR Smith,BCJ Cutting,0.5,0.25,0,0,0,0,0.25,4
MP Stoinis,P Kumar,0.125,0.5,0.25,0,0.125,0,0,8
Gurkeerat Singh,PP Chawla,0.666666667,0.333333333,0,0,0,0,0,3
MC Henriques,YS Chahal,0.285714286,0.571428571,0,0,0.142857143,0,0,7
JC Buttler,MC Henriques,0.333333333,0.333333333,0,0,0.333333333,0,0,3
P Negi,SM Boland,0,1,0,0,0,0,0,3
SV Samson,Sandeep Sharma,0.636363636,0.181818182,0.181818182,0,0,0,0,11
SPD Smith,RA Jadeja,0.4,0.333333333,0.133333333,0,0,0.066666667,0.066666667,15
KC Cariappa,DJ Bravo,1,0,0,0,0,0,0,1
S Dhawan,AF Milne,0.5,0.5,0,0,0,0,0,6
SR Watson,PP Chawla,1,0,0,0,0,0,0,2
JP Duminy,JJ Bumrah,0.2,0.333333333,0.2,0,0.133333333,0.066666667,0.066666667,15
DA Warner,AR Patel,0.142857143,0.428571429,0.285714286,0,0,0,0.142857143,7
AM Rahane,KW Richardson,0.5,0.333333333,0,0,0.166666667,0,0,6
R Bhatia,KW Richardson,0.25,0,0.5,0,0,0,0.25,4
Yuvraj Singh,Shakib Al Hasan,0.666666667,0,0,0,0,0,0.333333333,3
STR Binny,Mustafizur Rahman,0,0.5,0,0,0,0.25,0.25,4
WP Saha,RA Jadeja,0.25,0.75,0,0,0,0,0,4
DR Smith,S Nadeem,0.4,0.333333333,0,0,0.066666667,0.133333333,0.066666667,15
G Gambhir,Iqbal Abdulla,0.142857143,0.571428571,0,0,0.142857143,0,0.142857143,7
NM Coulter-Nile,NLTC Perera,0,1,0,0,0,0,0,1
JP Duminy,DR Smith,0.166666667,0.833333333,0,0,0,0,0,6
P Kumar,SR Watson,1,0,0,0,0,0,0,1
S Dhawan,TG Southee,0.411764706,0.235294118,0.176470588,0.058823529,0.058823529,0,0.058823529,17
S Dhawan,P Kumar,0.4,0.3,0,0.1,0.2,0,0,10
DA Warner,AB Dinda,0.666666667,0.166666667,0.083333333,0,0,0,0.083333333,12
KD Karthik,KH Pandya,0.2,0.4,0.2,0,0,0,0.2,5
WP Saha,UT Yadav,0.25,0.25,0.25,0,0.25,0,0,8
CH Gayle,MC Henriques,0.285714286,0.142857143,0,0,0.142857143,0.428571429,0,7
KA Pollard,R Bhatia,0.5,0,0,0,0,0,0.5,2
SE Marsh,Z Khan,0.666666667,0,0.166666667,0,0.166666667,0,0,6
R Bhatia,JJ Bumrah,0,0.5,0.5,0,0,0,0,2
TM Head,AB Dinda,0,1,0,0,0,0,0,1
Yuvraj Singh,CR Brathwaite,0.5,0,0,0,0,0,0.5,2
B Kumar,AB Dinda,0.4,0.2,0,0,0.2,0.2,0,5
KD Karthik,M Ashwin,0.25,0.25,0.25,0,0.25,0,0,4
SS Tiwary,JP Duminy,0,1,0,0,0,0,0,2
BB McCullum,TG Southee,0.666666667,0,0,0,0,0.333333333,0,3
G Gambhir,CH Morris,0.375,0.625,0,0,0,0,0,8
GJ Bailey,Yuvraj Singh,0.25,0.5,0,0,0,0.25,0,4
M Vohra,AD Russell,0.857142857,0,0,0,0,0,0.142857143,7
AP Tare,NLTC Perera,0.333333333,0.666666667,0,0,0,0,0,3
RR Pant,JJ Bumrah,0.25,0.25,0.25,0,0,0,0.25,4
P Negi,S Aravind,0.333333333,0.666666667,0,0,0,0,0,3
DJ Hooda,R Sathish,0.25,0.5,0.25,0,0,0,0,4
KH Pandya,BB Sran,0.5,0.25,0,0,0.125,0,0.125,8
JP Faulkner,AB Dinda,0,1,0,0,0,0,0,1
CH Morris,DR Smith,0,0.25,0,0,0,0.75,0,4
SE Marsh,M Morkel,0.285714286,0.428571429,0,0,0.285714286,0,0,7
V Kohli,Sandeep Sharma,0.3125,0.125,0.125,0,0.3125,0.0625,0.0625,16
CH Gayle,AS Rajpoot,0.75,0.25,0,0,0,0,0,4
DR Smith,AB Dinda,0.333333333,0.111111111,0.333333333,0,0.222222222,0,0,9
YK Pathan,KJ Abbott,0.333333333,0.166666667,0.166666667,0,0.333333333,0,0,6
D Wiese,CH Morris,0,1,0,0,0,0,0,2
MK Pandey,S Aravind,0.125,0.375,0,0,0.375,0,0.125,8
G Gambhir,P Sahu,0.5,0.333333333,0.083333333,0,0,0,0.083333333,12
AD Nath,KH Pandya,0,1,0,0,0,0,0,1
KK Nair,Mustafizur Rahman,0.533333333,0.266666667,0.133333333,0,0.066666667,0,0,15
KA Pollard,JD Unadkat,0.333333333,0,0.166666667,0,0,0.5,0,6
A Ashish Reddy,AD Russell,0,0.5,0.25,0,0,0,0.25,4
DJ Bravo,BCJ Cutting,0.333333333,0.333333333,0,0,0.333333333,0,0,3
MJ Guptill,CH Morris,0.4,0.4,0,0,0,0.2,0,5
Harbhajan Singh,R Ashwin,0,0.5,0,0,0.5,0,0,2
KL Rahul,J Yadav,0,1,0,0,0,0,0,1
SA Yadav,KH Pandya,0.2,0.8,0,0,0,0,0,5
MS Dhoni,P Negi,0.25,0.5,0,0,0,0.25,0,4
DJ Hooda,JJ Bumrah,0.333333333,0.333333333,0.333333333,0,0,0,0,3
HH Pandya,P Kumar,0.333333333,0.333333333,0,0,0.166666667,0,0.166666667,6
DA Warner,VR Aaron,0.285714286,0.571428571,0,0,0.142857143,0,0,7
RR Pant,P Kumar,0,1,0,0,0,0,0,2
MP Stoinis,A Mishra,0.333333333,0.5,0.166666667,0,0,0,0,6
MS Dhoni,HH Pandya,0.6,0.4,0,0,0,0,0,5
GJ Maxwell,UT Yadav,0.444444444,0.222222222,0.222222222,0,0.111111111,0,0,9
KD Karthik,KC Cariappa,0.5,0.5,0,0,0,0,0,2
PA Patel,JP Faulkner,0.333333333,0.666666667,0,0,0,0,0,3
SV Samson,GJ Maxwell,0.4,0.2,0,0,0.4,0,0,5
KP Pietersen,PV Tambe,0.142857143,0.571428571,0.285714286,0,0,0,0,7
SE Marsh,AD Russell,0,0.666666667,0,0,0,0.333333333,0,3
AM Rahane,JP Faulkner,0,0.666666667,0.333333333,0,0,0,0,6
KD Karthik,Harbhajan Singh,0,1,0,0,0,0,0,2
G Gambhir,MM Sharma,0.333333333,0.444444444,0,0,0.222222222,0,0,9
M Vijay,TG Southee,0.5,0.3,0.1,0,0,0.05,0.05,20
F Behardien,SR Watson,0.333333333,0.666666667,0,0,0,0,0,3
AJ Finch,MG Johnson,0.363636364,0.272727273,0.090909091,0,0.272727273,0,0,11
MK Pandey,KV Sharma,0.272727273,0.454545455,0,0,0.090909091,0.181818182,0,11
SA Yadav,MJ McClenaghan,0,1,0,0,0,0,0,1
UT Khawaja,CH Morris,0.75,0,0,0,0,0,0.25,4
AR Patel,SR Watson,0.625,0.25,0,0,0,0,0.125,8
JP Duminy,M Ashwin,0.222222222,0.333333333,0.333333333,0,0.111111111,0,0,9
Bipul Sharma,CJ Jordan,0.25,0.25,0,0,0.25,0,0.25,4
G Gambhir,Gurkeerat Singh,0,1,0,0,0,0,0,2
RR Pant,DJ Bravo,0.333333333,0.666666667,0,0,0,0,0,3
DA Warner,CH Gayle,0.333333333,0.5,0,0,0,0.166666667,0,6
R Ashwin,SR Watson,0.333333333,0.333333333,0,0,0,0,0.333333333,3
SV Samson,MC Henriques,0.5,0.125,0.25,0,0,0.125,0,8
AR Patel,BB Sran,0,1,0,0,0,0,0,2
SA Yadav,MM Sharma,0.5,0,0,0,0.5,0,0,4
KD Karthik,YS Chahal,0.083333333,0.75,0.166666667,0,0,0,0,12
SS Tiwary,Shakib Al Hasan,0,1,0,0,0,0,0,5
JC Buttler,JW Hastings,0.5,0.375,0.125,0,0,0,0,8
MG Johnson,CH Morris,0.714285714,0.142857143,0,0,0,0,0.142857143,7
SW Billings,CJ Jordan,0.5,0,0,0,0,0,0.5,2
RV Uthappa,TG Southee,0.125,0.375,0.125,0.125,0.25,0,0,8
STR Binny,RA Jadeja,0.5,0.333333333,0,0,0,0,0.166666667,6
Q de Kock,CJ Jordan,0.428571429,0.428571429,0,0,0.142857143,0,0,7
Gurkeerat Singh,MC Henriques,0.4,0.4,0,0,0.2,0,0,5
NV Ojha,PP Chawla,0.333333333,0,0,0.333333333,0.333333333,0,0,3
KL Rahul,MM Sharma,0.3,0.3,0.1,0,0.3,0,0,10
RG Sharma,A Mishra,0.2,0.6,0.1,0,0,0,0.1,10
MM Sharma,M Morkel,0.5,0.25,0,0,0,0,0.25,4
KS Williamson,KW Richardson,0.5,0.5,0,0,0,0,0,4
PV Tambe,S Aravind,0.75,0.25,0,0,0,0,0,4
MG Johnson,J Yadav,0.8,0,0.2,0,0,0,0,5
Yuvraj Singh,SK Raina,0.6,0.4,0,0,0,0,0,5
SS Tiwary,KH Pandya,0.285714286,0.142857143,0.142857143,0,0.142857143,0.285714286,0,7
ER Dwivedi,SR Watson,0.25,0,0,0,0,0.5,0.25,4
PV Tambe,V Kohli,0.5,0.5,0,0,0,0,0,4
AT Rayudu,P Negi,0,0,0,0,1,0,0,1
RG Sharma,B Kumar,0,0.5,0,0,0.5,0,0,2
P Negi,AR Patel,0,0,1,0,0,0,0,1
PA Patel,Sandeep Sharma,0.692307692,0.230769231,0.076923077,0,0,0,0,13
AB de Villiers,Anureet Singh,0.333333333,0.333333333,0.333333333,0,0,0,0,3
SW Billings,YS Chahal,0,0.5,0.5,0,0,0,0,2
Yuvraj Singh,DJ Bravo,0.4,0.6,0,0,0,0,0,5
SE Marsh,SP Narine,0.3,0.4,0.1,0.1,0.1,0,0,10
RR Pant,DS Kulkarni,0.416666667,0.166666667,0.083333333,0,0.333333333,0,0,12
Yuvraj Singh,CJ Jordan,0.333333333,0.166666667,0,0,0.166666667,0.166666667,0.166666667,6
RR Pant,AB Dinda,0.777777778,0,0.111111111,0,0,0,0.111111111,9
MK Pandey,T Shamsi,0.25,0.5,0.25,0,0,0,0,4
KS Williamson,NLTC Perera,0.2,0.6,0,0,0.2,0,0,5
R Bhatia,SR Watson,0,0.714285714,0.142857143,0,0.142857143,0,0,7
HH Pandya,Mustafizur Rahman,0.4,0.2,0,0,0,0,0.4,5
KD Karthik,A Mishra,0.2,0.533333333,0.133333333,0,0.133333333,0,0,15
R Sathish,B Kumar,0.333333333,0.333333333,0.166666667,0,0,0,0.166666667,6
RV Uthappa,MC Henriques,0.333333333,0.5,0,0,0,0.166666667,0,6
GJ Maxwell,PP Chawla,0.5,0.214285714,0.071428571,0,0.071428571,0.071428571,0.071428571,14
DA Warner,S Kaushik,0,0.625,0.125,0,0.125,0.125,0,8
G Gambhir,STR Binny,0.3,0.4,0.1,0,0.2,0,0,10
CH Morris,AB Dinda,0,0.5,0,0,0.5,0,0,2
IK Pathan,MM Sharma,0,0.666666667,0,0,0,0,0.333333333,3
S Dhawan,A Zampa,0.5,0.25,0.25,0,0,0,0,4
SE Marsh,KH Pandya,0,0.428571429,0.285714286,0,0.285714286,0,0,7
UT Khawaja,J Yadav,0.181818182,0.636363636,0.090909091,0,0,0.090909091,0,11
MS Dhoni,KJ Abbott,0,1,0,0,0,0,0,1
M Vijay,VR Aaron,0.461538462,0.230769231,0.153846154,0,0.076923077,0.076923077,0,13
RA Jadeja,AB Dinda,0.5,0,0,0,0,0,0.5,2
MK Pandey,CH Morris,0.571428571,0.285714286,0,0,0.142857143,0,0,7
CH Morris,JJ Bumrah,0.333333333,0.666666667,0,0,0,0,0,3
CH Morris,DJ Bravo,0.357142857,0.071428571,0.285714286,0,0.214285714,0.071428571,0,14
DA Warner,J Yadav,0.363636364,0.272727273,0.060606061,0,0.242424242,0.03030303,0.03030303,33
NV Ojha,DS Kulkarni,0,1,0,0,0,0,0,2
Ishan Kishan,MG Johnson,0.4,0.2,0,0,0.2,0,0.2,5
M Vijay,Mustafizur Rahman,0.666666667,0,0,0,0,0,0.333333333,3
BB McCullum,MC Henriques,0.222222222,0.666666667,0,0,0,0,0.111111111,9
KD Karthik,S Nadeem,0.428571429,0.285714286,0.285714286,0,0,0,0,7
RG Sharma,R Sathish,0.4,0.6,0,0,0,0,0,5
AT Rayudu,NLTC Perera,0.5,0.5,0,0,0,0,0,4
KD Karthik,Mohammed Shami,0.444444444,0.222222222,0.111111111,0,0.111111111,0,0.111111111,9
RA Jadeja,JJ Bumrah,0.4,0.2,0.2,0,0.2,0,0,5
YK Pathan,Mustafizur Rahman,0.2,0.5,0.1,0,0.2,0,0,10
PA Patel,BB Sran,0.666666667,0.083333333,0,0,0.166666667,0,0.083333333,12
DJ Hooda,DS Kulkarni,0.5,0.5,0,0,0,0,0,2
EJG Morgan,AR Patel,0.6,0.2,0.2,0,0,0,0,5
DA Miller,M Ashwin,0.25,0.5,0,0,0,0,0.25,4
AT Rayudu,Imran Tahir,0.333333333,0.333333333,0.111111111,0,0.111111111,0.111111111,0,9
AD Russell,S Aravind,0,0.666666667,0,0,0,0.333333333,0,3
BB McCullum,JJ Bumrah,0.545454545,0.090909091,0,0,0.272727273,0,0.090909091,11
NS Naik,MC Henriques,0.428571429,0.428571429,0,0,0.142857143,0,0,7
Yuvraj Singh,Harbhajan Singh,0,1,0,0,0,0,0,1
SS Tiwary,M Morkel,0.333333333,0.333333333,0,0,0.333333333,0,0,3
RV Uthappa,KV Sharma,0,1,0,0,0,0,0,3
Yuvraj Singh,Mohammed Shami,0.333333333,0.666666667,0,0,0,0,0,3
KA Pollard,Imran Tahir,0.5,0.5,0,0,0,0,0,4
DA Miller,A Mishra,0.428571429,0,0.285714286,0,0.142857143,0,0.142857143,7
F du Plessis,MC Henriques,0.5,0.166666667,0,0,0,0.166666667,0.166666667,6
SN Khan,NLTC Perera,0,0,1,0,0,0,0,1
RA Jadeja,CJ Jordan,0.4,0.4,0,0,0,0,0.2,5
SPD Smith,P Sahu,0.3,0.5,0.1,0,0.1,0,0,10
AB de Villiers,Shakib Al Hasan,0.214285714,0.428571429,0.142857143,0,0.071428571,0.142857143,0,14
R Ashwin,CJ Jordan,0.25,0.25,0.25,0,0,0.25,0,4
DJ Hooda,RA Jadeja,0.2,0.2,0.4,0,0.2,0,0,5
Shakib Al Hasan,CJ Jordan,0.333333333,0.666666667,0,0,0,0,0,3
JO Holder,SB Jakati,0,1,0,0,0,0,0,1
DJ Hooda,Kuldeep Yadav,0.4,0.4,0,0,0,0,0.2,5
JC Buttler,SB Jakati,0.333333333,0.5,0.083333333,0,0,0,0.083333333,12
AB de Villiers,R Ashwin,0.125,0.75,0,0,0.125,0,0,8
MS Dhoni,KW Richardson,1,0,0,0,0,0,0,2
G Gambhir,CJ Jordan,0,0.666666667,0.333333333,0,0,0,0,6
AT Rayudu,Shakib Al Hasan,0.6,0.1,0,0,0.1,0.1,0.1,10
AJ Finch,TA Boult,0.25,0.25,0,0,0.5,0,0,4
AD Nath,BB Sran,0.333333333,0.666666667,0,0,0,0,0,3
SA Yadav,YS Chahal,0.4,0.4,0,0,0.2,0,0,5
KD Karthik,P Sahu,0.125,0.625,0,0,0.25,0,0,8
RV Uthappa,P Sahu,0.2,0.4,0,0,0.2,0,0.2,5
P Negi,R Ashwin,0,0.75,0,0,0,0,0.25,4
P Sahu,UT Yadav,0,1,0,0,0,0,0,1
G Gambhir,Sandeep Sharma,0.444444444,0.555555556,0,0,0,0,0,9
STR Binny,CR Brathwaite,0.25,0.25,0.5,0,0,0,0,4
M Vohra,P Kumar,0.5,0.5,0,0,0,0,0,6
DJ Hooda,AD Russell,0.625,0.25,0,0,0,0,0.125,8
M Vijay,UT Yadav,0.333333333,0.333333333,0.333333333,0,0,0,0,3
JP Duminy,DJ Hooda,0,1,0,0,0,0,0,2
YK Pathan,TG Southee,0,0.333333333,0,0,0.666666667,0,0,3
KA Pollard,MP Stoinis,0.625,0.25,0,0,0,0,0.125,8
SK Raina,Imran Tahir,0,1,0,0,0,0,0,1
AM Rahane,Z Khan,0.625,0.375,0,0,0,0,0,8
SV Samson,JJ Bumrah,0.615384615,0.307692308,0,0,0.076923077,0,0,13
SPD Smith,JP Faulkner,0,0.625,0.125,0,0.125,0.125,0,8
GJ Bailey,MM Sharma,0.6,0,0,0,0.4,0,0,5
RG Sharma,AD Russell,0.304347826,0.304347826,0,0,0.347826087,0.043478261,0,23
